Categoría,Subcategoria,APLICA EN LAS METAS ACTUALES,Fecha,Manifiesto,Nombre de Residuo,Peso Disposición Final (kg) ,Canal o Mecanismo de recolección,Tipo de Gestión (proceso),certificado ,Gestor ,Centro de acopio,Razón social del generador,Nit,Responsable del envío,Correo ,Dirección,Departamento,Ciudad,Latitud,Longitud,utm_x,utm_y,utm_zona
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-08-28,9250,TONER DE IMPRESORA SUELTO,1.2,Gestionado por Reconecta,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,METRO BANDERAS,800149695-1,JENNY PRIETO,gestionambiental@cruzverde.com.co,Cl 6 A #78-68,"BOGOTA, D. C.","BOGOTA, D. C.",4.63112,-74.1484,594457.89,511945.77,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-05-17,11361,REPUESTOS O PARTES DE PC/PORTATILES,5.0,Gestionado por Reconecta,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,METRO BOSA,860518583-7,MARIA PAULA,ambiental@ccmetropolis.com.co,KR 92 60 90 S,"BOGOTA, D. C.","BOGOTA, D. C.",4.630911,-74.193815,589420.23,511916.78,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-06-26,9771,"PERIFERICOS (MOUSE, TECLADO, AUDIFONOS, CAMARAS Y OTROS)",48.68,Centro de Acopio,Aprovechamiento,REP - 30 - 9339,Eco Industria SAS,Parque Industrial San Jorge,METRO CALLE 100,800149695-1,JENNY PRIETO,gestionambiental@cruzverde.com.co,TV 55 98 A 66,"BOGOTA, D. C.","BOGOTA, D. C.",4.687992,-74.064724,603731.53,518244.77,18N
2. Electrónica y Equipos de Telecomunicación,2.8 Equipos de telecomunicaciones,SI,2024-06-21,11115,"TELÉFONOS; PÚBLICOS, INALÁMBRICOS Y MÓVILES",3.0,Gestionado por Reconecta,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,METRO FONTIBON,860010451-1,DANIELA PEÑA,ambiental@casalimpia.com.co,KR 15B 112 58,"BOGOTA, D. C.","BOGOTA, D. C.",4.695567,-74.044897,605929.6,519085.17,18N
1. Aparatos electrodomésticos,1.6 Enseres menores del hogar,SI,2024-03-21,11651,VENTILADORES ELECTRICOS,20.0,Gestionado por Reconecta,Aprovechamiento,REP - 30 - 9339,Eco Industria SAS,Parque Industrial San Jorge,METROPOLIS CENTRO COMERCIAL Y EMPRESARIAL P.H.,860518583-7,MARIA PAULA,ambiental@ccmetropolis.com.co,AK 68 75A 50,"BOGOTA, D. C.","BOGOTA, D. C.",4.680747,-74.082524,601758.2,517441.21,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-11-11,10659,ups,25.8,Gestionado por Reconecta,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,METRO SAN CAYETA,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,CL 46A 85A 51,"BOGOTA, D. C.","BOGOTA, D. C.",4.677493,-74.116036,598041.51,517076.71,18N
3. Maquinaria y Equipo Eléctrico,3.9 Otros aparatos y sistemas,SI,2024-04-14,9836,MAQUINA EXPENDEDORA AUTOMATICAS DE DINERO,670.0,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,MEXICHEM - PAVCO,830142201-4,LUZ DARY LEGUIZAMON,test@mts.com.co,Autopista Sur # 71 - 75,"BOGOTA, D. C.","BOGOTA, D. C.",4.59545,-74.16577,592535.73,508000.2,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-02-08,10165,CD,6.0,Centro de Acopio,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,MILENIO PLAZA CENTRO COMERCIAL,860010451-1,DANIELA PEÑA,ambiental@casalimpia.com.co,AK 86 42B 01 S,"BOGOTA, D. C.","BOGOTA, D. C.",4.629178,-74.169243,592146.12,511728.34,18N
1. Aparatos electrodomésticos,1.7 Enseres menores personales,SI,2024-03-22,11221,"APARATOS PARA CORTAR EL PELO, PARA SECAR EL PELO, PARA CEPILLARSE LOS DIENTES, MAQUINAS PARA AFEITAR, APARATOS DE MASAJE Y OTROS CUIDADOS CORPORALES",762.45,Gestionado por Reconecta,Aprovechamiento,REP - 30 - 9339,Eco Industria SAS,Parque Industrial San Jorge,"MINISTERIO DE COMERCIO, INDUSTRIA Y TURISMO",860010451-1,DANIELA PEÑA,ambiental@casalimpia.com.co,CL 28 13A 00,"BOGOTA, D. C.","BOGOTA, D. C.",4.61618,-74.070904,603056.48,510304.91,18N
3. Maquinaria y Equipo Eléctrico,3.3 Equipos de control y proteción,SI,2024-08-09,9042,SWITCH,10.0,Centro de Acopio,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,MINISTERIO DE EDUCACIÓN NACIONAL,860518583-7,MARIA PAULA,ambiental@ccmetropolis.com.co,CL 43 57 14,"BOGOTA, D. C.","BOGOTA, D. C.",4.646314,-74.094632,600420.07,513632.86,18N
2. Electrónica y Equipos de Telecomunicación,2.8 Equipos de telecomunicaciones,SI,2024-02-13,10784,TERMINALES DE FAX,4.8,Gestionado por Reconecta,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,MINISTERIO DE EDUCACIÓN NACIONAL,900836968-7,LEONARDO BENAVIDES,test@signify.com,AC 26 69 01,"BOGOTA, D. C.","BOGOTA, D. C.",4.657838,-74.106789,599069.94,514905.14,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-09-15,9567,Tonner De Impresora / Aprovechamiento,15.0,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,MINISTERIO DE HACIENDA Y CRÉDITO PÚBLICO,800087297-6,LUZ STELLA CELIS,co.recepcionfacturase@la.spectrumbrands.com,KR 8 6C 38,"BOGOTA, D. C.","BOGOTA, D. C.",4.594142,-74.078745,602189.82,507867.45,18N
3. Maquinaria y Equipo Eléctrico,3.12 Refrigeración y equipos de acondicionamiento de aire industriales,SI,2024-11-30,11332,MÁQUINAS DISPENSADORAS DE BEBIDAS CALIENTES,14.2,Gestionado por Reconecta,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,MINISTERIO DEL INTERIOR,830142201-4,LUZ DARY LEGUIZAMON,test@mts.com.co,CL 10 S 12B 31,"BOGOTA, D. C.","BOGOTA, D. C.",4.586027,-74.092213,600696.9,506968.42,18N
1. Aparatos electrodomésticos,1.2 Enseres de audio y video,SI,2024-03-28,9028,TELEVISORES,25.23,Centro de Acopio,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,MINISTERIO DE MEDIO AMBIENTE Y DESARROLLO SOSTENIBLE,830143447-3,Ana Maria Suarez,test@portal80.com.co,CL 38 8 61,"BOGOTA, D. C.","BOGOTA, D. C.",4.625856,-74.067317,603452.99,511375.13,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-05-21,10633,TONER DE IMPRESORA SUELTOS,6.0,Gestionado por Reconecta,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,MINISTERIO DE RELACIONES EXTERIORES,800149695-1,JENNY PRIETO,gestionambiental@cruzverde.com.co,KR 6 9 46,"BOGOTA, D. C.","BOGOTA, D. C.",4.596326,-74.075218,602580.77,508109.4,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-01-29,9318,TONER DE IMPRESORA SUELTOS,4.0,Gestionado por Reconecta,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,MINISTERIO DE SALUD Y PROTECCIÓN SOCIAL,860010451-1,DANIELA PEÑA,ambiental@casalimpia.com.co,KR 13 32 76,"BOGOTA, D. C.","BOGOTA, D. C.",4.620086,-74.068361,603338.02,510737.1,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-06-20,10968,ups,25.8,Centro de Acopio,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,MOLINO EL LOBO,900836968-7,LEONARDO BENAVIDES,test@signify.com,CL 16 16 68,"BOGOTA, D. C.","BOGOTA, D. C.",4.607784,-74.080246,602021.37,509375.38,18N
1. Aparatos electrodomésticos,1.6 Enseres menores del hogar,SI,2024-11-05,10749,VENTILADORES ELECTRICOS,9.5,Gestionado por Reconecta,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,Monalisa Rodriguez,860010451-1,DANIELA PEÑA,ambiental@casalimpia.com.co,CL 69B 105F 39,"BOGOTA, D. C.","BOGOTA, D. C.",4.703237,-74.123361469,597225.41,519921.7,18N
1. Aparatos electrodomésticos,1.6 Enseres menores del hogar,SI,2024-09-07,11001,MAQUINAS DE COSER,88.0,Gestionado por Reconecta,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,Mónica,830143447-3,Ana Maria Suarez,test@portal80.com.co,KR 3A BIS 3A 49,"BOGOTA, D. C.","BOGOTA, D. C.",4.589563191,-74.076369904,602453.95,507361.6,18N
3. Maquinaria y Equipo Eléctrico,3.4 Equipos de iluminación,SI,2024-08-27,9841,APARATOS DE ALUMBRADO,14.2,Centro de Acopio,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,Mónica Andrea Acosta,860518583-7,MARIA PAULA,ambiental@ccmetropolis.com.co,DG 68D Sur 70C 31,"BOGOTA, D. C.","BOGOTA, D. C.",4.583648061,-74.161488458,593012.21,506696.06,18N
1. Aparatos electrodomésticos,1.6 Enseres menores del hogar,SI,2024-01-06,10762,"HERRAMIENTAS PARA ROCIAR, ESPARCIR, PROPAGAR O APLICAR OTROS TRATAMIENTOS CON SUSTANCIAS LÍQUIDAS O GASEOSAS POR OTROS MEDIOS",988.0,Centro de Acopio,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,MOTO CERVANTES 1,830142201-4,LUZ DARY LEGUIZAMON,test@mts.com.co,DG 26 S 35 31,"BOGOTA, D. C.","BOGOTA, D. C.",4.596403,-74.114084,598269.23,508112.45,18N
2. Electrónica y Equipos de Telecomunicación,2.4 Computadores y equipos para tratamiento de datos,SI,2024-05-16,11051,MONITORES,45.0,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,MOTOS DE LA 100,800149695-1,JENNY PRIETO,gestionambiental@cruzverde.com.co,AC 100 60D 35,"BOGOTA, D. C.","BOGOTA, D. C.",4.689122,-74.066684,603513.96,518369.4,18N
2. Electrónica y Equipos de Telecomunicación,2.4 Computadores y equipos para tratamiento de datos,SI,2024-11-29,10490,CPU,35.0,Gestionado por Reconecta,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,MOTOS DEL CAMI SAS,800149695-1,JENNY PRIETO,gestionambiental@cruzverde.com.co,CL 22 S 29A 50,"BOGOTA, D. C.","BOGOTA, D. C.",4.59215,-74.110883,598624.91,507642.72,18N
2. Electrónica y Equipos de Telecomunicación,2.7 Equipos de instrumentación y control,SI,2024-09-04,9993,BASCULA,3.5,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,MOTOS DE SUBA EN AURES,830143447-3,Ana Maria Suarez,test@portal80.com.co,CL 130A 104 06,"BOGOTA, D. C.","BOGOTA, D. C.",4.732244,-74.100743,599730.02,523131.65,18N
1. Aparatos electrodomésticos,1.4 Enseres menores de calentamiento,SI,2024-01-26,10210,FREIDORAS,72.5,Gestionado por Reconecta,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,MOTOS DE SUBA SEDE SUBAZAR,830143447-3,Ana Maria Suarez,test@portal80.com.co,AC 145 94D 30,"BOGOTA, D. C.","BOGOTA, D. C.",4.740039,-74.087821,601162.09,523995.26,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-12-30,10137,TONER DE IMPRESORA Y CARTUCHOS USADOS,10.0,Centro de Acopio,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,MOTO SELVA MOTOCICLETAS SAS,860518583-7,MARIA PAULA,ambiental@ccmetropolis.com.co,Boyacá # 68 B 71,"BOGOTA, D. C.","BOGOTA, D. C.",4.68389,-74.09763,600082.2,517786.5,18N
2. Electrónica y Equipos de Telecomunicación,2.8 Equipos de telecomunicaciones,SI,2024-06-05,9597,TELÉFONOS CONVENCIONALES,3.0,Centro de Acopio,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,MULTICENTRO SAS,860010451-1,DANIELA PEÑA,ambiental@casalimpia.com.co,CL 98 68C 06,"BOGOTA, D. C.","BOGOTA, D. C.",4.689621,-74.07513,602577.06,518423.33,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-03-22,10251,TONNER EN DESUSO,7.0,Centro de Acopio,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,MULTIDIMENSIONALES SAS,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,CL 17F 126 70,"BOGOTA, D. C.","BOGOTA, D. C.",4.691238,-74.159977,593165.78,518590.23,18N
1. Aparatos electrodomésticos,1.6 Enseres menores del hogar,SI,2024-10-16,9213,"HERRAMIENTAS PARA ROCIAR, ESPARCIR, PROPAGAR O APLICAR OTROS TRATAMIENTOS CON SUSTANCIAS LÍQUIDAS O GASEOSAS POR OTROS MEDIOS",988.0,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,MULTIDROGAS TERMINAL DE TRANSPORTES,830142201-4,LUZ DARY LEGUIZAMON,test@mts.com.co,DG 23 69 00,"BOGOTA, D. C.","BOGOTA, D. C.",4.65417,-74.114606,598203.37,514498.54,18N
1. Aparatos electrodomésticos,1.4 Enseres menores de calentamiento,SI,2024-04-08,11158,APARATOS ELECTRODOMESTICOS/HORNOS ELECTRICOS,45.0,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,Multillantas La Sabana QR S.A.S,800087297-6,LUZ STELLA CELIS,co.recepcionfacturase@la.spectrumbrands.com,KR 21 195 08,"BOGOTA, D. C.","BOGOTA, D. C.",4.772916,-74.041223,606325.3,527636.89,18N
2. Electrónica y Equipos de Telecomunicación,2.4 Computadores y equipos para tratamiento de datos,SI,2024-12-09,10282,MONITORES,127.38,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,MUSEO NACIONAL DE COLOMBIA,800149695-1,JENNY PRIETO,gestionambiental@cruzverde.com.co,KR 7 28 66,"BOGOTA, D. C.","BOGOTA, D. C.",4.615586,-74.068838,603285.75,510239.54,18N
1. Aparatos electrodomésticos,1.4 Enseres menores de calentamiento,SI,2024-10-17,10961,FREIDORAS,50.0,Gestionado por Reconecta,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,NEPAL,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,KR 32 25B 90,"BOGOTA, D. C.","BOGOTA, D. C.",4.628432,-74.082307,601789.79,511657.75,18N
2. Electrónica y Equipos de Telecomunicación,2.7 Equipos de instrumentación y control,SI,2024-08-14,10555,BASCULA,2.26,Gestionado por Reconecta,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,Ninfa Franco Piñeros,900836968-7,LEONARDO BENAVIDES,test@signify.com,KR 20 194 78,"BOGOTA, D. C.","BOGOTA, D. C.",4.772566,-74.04043,606413.31,527598.32,18N
1. Aparatos electrodomésticos,1.7 Enseres menores personales,SI,2024-11-07,10237,"APARATOS PARA CORTAR EL PELO, PARA SECAR EL PELO, PARA CEPILLARSE LOS DIENTES, MAQUINAS PARA AFEITAR, APARATOS DE MASAJE Y OTROS CUIDADOS CORPORALES",0.6,Centro de Acopio,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,NOVARTIS DE COLOMBIA S.A.,800087297-6,LUZ STELLA CELIS,co.recepcionfacturase@la.spectrumbrands.com,CL 93B 16 31,"BOGOTA, D. C.","BOGOTA, D. C.",4.679074,-74.052002,605143.98,517260.76,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-03-22,11888,MODEM,2.8,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,NOVAVENTA S.A.S.,900836968-7,LEONARDO BENAVIDES,test@signify.com,CL 19 68A 45,"BOGOTA, D. C.","BOGOTA, D. C.",4.643786,-74.114633,598201.81,513350.58,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-08-05,11247,Tonner De Impresora / Aprovechamiento,2.0,Centro de Acopio,Aprovechamiento,REP - 30 - 9339,Eco Industria SAS,Parque Industrial San Jorge,NOVAVENTA S.A.S.,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,CL 12 79A 25,"BOGOTA, D. C.","BOGOTA, D. C.",4.649181,-74.136827,595739.21,513943.96,18N
2. Electrónica y Equipos de Telecomunicación,2.4 Computadores y equipos para tratamiento de datos,SI,2024-03-30,11139,MONITORES,10.0,Centro de Acopio,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,NOVAVENTA S.A.S.,900836968-7,LEONARDO BENAVIDES,test@signify.com,KR 116 19A 51,"BOGOTA, D. C.","BOGOTA, D. C.",4.686023,-74.151928,594059.25,518014.79,18N
1. Aparatos electrodomésticos,1.6 Enseres menores del hogar,SI,2024-03-31,10969,ASPIRADORAS,602.0,Gestionado por Reconecta,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,NUEVO EDIFICIO DEL CONGRESO,860518583-7,MARIA PAULA,ambiental@ccmetropolis.com.co,KR 7 8 68,"BOGOTA, D. C.","BOGOTA, D. C.",4.596156,-74.076461,602442.91,508090.43,18N
3. Maquinaria y Equipo Eléctrico,3.4 Equipos de iluminación,SI,2024-05-19,10017,BOMBILLOS COMPACTOS - SIGNIFY,0.2,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,OBSERVATORIO DE SALUD AMBIENTAL SEDE ADMINISTRATIVA,830142201-4,LUZ DARY LEGUIZAMON,test@mts.com.co,CL 9 39 46,"BOGOTA, D. C.","BOGOTA, D. C.",4.616963,-74.103435,599447.7,510386.85,18N
1. Aparatos electrodomésticos,1.4 Enseres menores de calentamiento,SI,2024-04-01,10493,APARATOS ELECTRODOMESTICOS/HORNOS ELECTRICOS,45.0,Centro de Acopio,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,OFICINA CENTRAL NACIONAL TIENDAS D1 ,800149695-1,JENNY PRIETO,gestionambiental@cruzverde.com.co,KR 7 155C 22 piso 37 y 38,"BOGOTA, D. C.","BOGOTA, D. C.",4.731324,-74.023701,608275.11,523041.48,18N
2. Electrónica y Equipos de Telecomunicación,2.4 Computadores y equipos para tratamiento de datos,SI,2024-10-18,11177,MONITORES,109.58,Gestionado por Reconecta,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,OFICINAS POSCONSUMO,830142201-4,LUZ DARY LEGUIZAMON,test@mts.com.co,CL 72 10 34,"BOGOTA, D. C.","BOGOTA, D. C.",4.656747,-74.057757,604508.93,514791.6,18N
2. Electrónica y Equipos de Telecomunicación,2.8 Equipos de telecomunicaciones,SI,2024-08-27,11576,TERMINALES DE FAX,4.52,Gestionado por Reconecta,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,Olga galvis,900836968-7,LEONARDO BENAVIDES,test@signify.com,KR 78p 42c 66sur ,"BOGOTA, D. C.","BOGOTA, D. C.",4.618194307,-74.162963691,592844.08,510514.92,18N
2. Electrónica y Equipos de Telecomunicación,2.4 Computadores y equipos para tratamiento de datos,SI,2024-02-18,11826,CPU,65.0,Gestionado por Reconecta,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,OLÍMPICA 100 AUTOPISTA,860518583-7,MARIA PAULA,ambiental@ccmetropolis.com.co,AC 100 45 81,"BOGOTA, D. C.","BOGOTA, D. C.",4.687154,-74.059662,604293.13,518152.88,18N
1. Aparatos electrodomésticos,1.5 Enseres menores de cocina,SI,2024-09-19,10144,OTROS GRANDES APARATOS UTILIZADOS PARA COCINAR Y EN OTROS PROCESOS DE TRANSFORMACION DE LOS ALIMENTOS. APARATOS DE CALEFACCION ELECTRICOS,565.62,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,OLÍMPICA 7 DE AGOSTO,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,KR 24 63 55,"BOGOTA, D. C.","BOGOTA, D. C.",4.651649,-74.072488,602875.64,514225.84,18N
2. Electrónica y Equipos de Telecomunicación,2.8 Equipos de telecomunicaciones,SI,2024-09-03,10364,TERMINALES DE TELEX,16.0,Gestionado por Reconecta,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,OLÍMPICA AVENIDA 19,830142201-4,LUZ DARY LEGUIZAMON,test@mts.com.co,KR 4 18 42,"BOGOTA, D. C.","BOGOTA, D. C.",4.603034,-74.06904,603265.16,508851.87,18N
3. Maquinaria y Equipo Eléctrico,3.3 Equipos de control y proteción,SI,2024-08-28,9843,SWITCH,10.0,Centro de Acopio,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,OLÍMPICA BOSA NOVA,800149695-1,JENNY PRIETO,gestionambiental@cruzverde.com.co,TV 86B 60 58 S,"BOGOTA, D. C.","BOGOTA, D. C.",4.620133,-74.188626,589997.18,510725.94,18N
2. Electrónica y Equipos de Telecomunicación,2.8 Equipos de telecomunicaciones,SI,2024-09-09,10470,TERMINALES DE TELEX,16.0,Centro de Acopio,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,OLÍMPICA CALLE 170,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,AK 58 169A 55,"BOGOTA, D. C.","BOGOTA, D. C.",4.753676,-74.058557,604405.75,525507.21,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-11-22,11838,ups,25.8,Centro de Acopio,Aprovechamiento,REP - 30 - 9339,Eco Industria SAS,Parque Industrial San Jorge,OLÍMPICA CALLE 67,830143447-3,Ana Maria Suarez,test@portal80.com.co,CL 67 10 06,"BOGOTA, D. C.","BOGOTA, D. C.",4.652321,-74.060589,604195.44,514301.88,18N
2. Electrónica y Equipos de Telecomunicación,2.4 Computadores y equipos para tratamiento de datos,SI,2024-07-14,11705,IMPRESORAS Y SCANNER,18.5,Centro de Acopio,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,OLÍMPICA CENTRO NARIÑO,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,AK 30 22C 10,"BOGOTA, D. C.","BOGOTA, D. C.",4.622448,-74.084548,601542.05,510995.89,18N
2. Electrónica y Equipos de Telecomunicación,2.4 Computadores y equipos para tratamiento de datos,SI,2024-08-03,11485,IMPRESORAS Y SCANNER,10.0,Centro de Acopio,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,OLÍMPICA CHAPINERO,860518583-7,MARIA PAULA,ambiental@ccmetropolis.com.co,AC 63 16 02,"BOGOTA, D. C.","BOGOTA, D. C.",4.650111,-74.066794,603507.47,514056.64,18N
1. Aparatos electrodomésticos,1.2 Enseres de audio y video,SI,2024-07-07,11381,APARATOS DE GRABACION DE VIDEO,3.0,Gestionado por Reconecta,Aprovechamiento,REP - 30 - 9339,Eco Industria SAS,Parque Industrial San Jorge,OLÍMPICA CHICO 2,900836968-7,LEONARDO BENAVIDES,test@signify.com,KR 15 97 25,"BOGOTA, D. C.","BOGOTA, D. C.",4.682582,-74.049025,605473.67,517649.02,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-08-19,10113,ups,25.8,Centro de Acopio,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,OLÍMPICA COSMOS,900836968-7,LEONARDO BENAVIDES,test@signify.com,CL 64 11 10,"BOGOTA, D. C.","BOGOTA, D. C.",4.650521,-74.0627,603961.54,514102.57,18N
2. Electrónica y Equipos de Telecomunicación,2.4 Computadores y equipos para tratamiento de datos,SI,2024-03-14,11701,SERVIDORES,32.0,Centro de Acopio,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,OLÍMPICA KENNEDY 1,830142201-4,LUZ DARY LEGUIZAMON,test@mts.com.co,KR 74 38 10 S,"BOGOTA, D. C.","BOGOTA, D. C.",4.619815,-74.149801,594303.98,510695.82,18N
